age_years,description,id,labels,location,primary_language,recorded_at,symbolic_logic
36,_taken,mostly5b-1aaa-4f7f-a86a-d70b42c8770e,KnowledgeDomain:Adulthood,description,Oromo,2024-06-18 22:28:00,", "
42,2024_demonstrated,mostlyca-4766-4864-a14c-6286deafbdd1,KnowledgeDomain:Adulthood,primary_solved,Amharic,2024-03-16 23:00:00,: {
61,primary_embedding,mostlyf5-7ed0-4e68-ad52-4b4976cd0532,KnowledgeDomain:Adulthood,_at,Oromo,2025-09-02 12:19:00,"Ced,  withm at to sting ander."
54,: ,mostlyf0-7cc3-4fd7-9b40-e0f91f52d757,KnowledgeDomain:Adulthood,expertise,Amharic,2024-04-03 20:01:00,"-_0.4,"
45,A,mostlyd6-0fcb-4e57-98b4-602a43e152f7,KnowledgeDomain:Adulthood,primary_age,Igbo,2024-05-08 10:09:00,A
24,: ,mostly54-2ecd-47da-8411-c513c5e36ee6,KnowledgeDomain:Adulthood,S ,Zulu,2024-04-05 11:08:00,: 
41,expertise_skill,mostlyd9-e471-4986-b02e-5eb563f66c40,KnowledgeDomain:Adulthood,impact,Yoruba,2025-03-22 17:52:00,leadershipsharedi
39,"wisdomexpertisei0,-.05,, ",mostlydc-98a8-4236-adec-220b2a9a4d32,KnowledgeDomain:Adulthood,primary_shared,Igbo,2024-01-12 10:15:00, 
52,symbolic_language,mostlydb-00c2-4d13-ac7b-9fa7e5397c4c,KnowledgeDomain:Adulthood,"La, ",Amharic,2024-10-09 02:30:00,", "
50,: ,mostlyd4-c59d-4791-8912-d7df71a5d798,KnowledgeDomain:Adulthood,D_logic,Swahili,2024-02-18 12:07:00,","
35,adulthood,mostly12-bb16-4838-a30a-ddf1e672500b,KnowledgeDomain:Adulthood,: ,Swahili,2024-09-05 09:11:00,location
48,},mostly0f-3806-41e3-8770-7a2746a00fef,KnowledgeDomain:Adulthood,expertise_language,Igbo,2024-10-28 02:54:00,
29,"2024-1-0.22,- ",mostly1d-956c-484e-8699-f382ba97155d,KnowledgeDomain:Adulthood,"O1.4,.",Oromo,2024-04-12 20:41:00,collaboration
28,}},mostly76-90de-46b8-960c-6c0270ee4581,KnowledgeDomain:Adulthood,-0.,Amharic,2025-09-27 12:51:00,age_embedding
60,"description, 3",mostly3c-3af2-4ee4-b2bd-a6ad6fb00250,KnowledgeDomain:Adulthood,C_sharedyearser_,Hausa,2025-07-06 07:26:00,: 
26,},mostly7e-722a-41ba-b7a2-727d670bde26,KnowledgeDomain:Adulthood,collaboration 3,Amharic,2025-01-21 12:55:00,: 
28,", ",mostly2b-072a-4249-9a5b-586bf7158c3e,KnowledgeDomain:Adulthood,: ,Swahili,2024-01-10 01:09:00,"recorded, "
44,"L,-T1108.68,08 ",mostlyd4-c2b9-49a0-83ba-4950120d134d,KnowledgeDomain:Adulthood,: ,Oromo,2025-09-27 12:51:00,approach_taken
34,-,mostly29-a831-4d13-9d8f-4a6b7b6262bb,KnowledgeDomain:Adulthood,symbolic_logic,Oromo,2024-12-07 16:36:00,", "
31,2025_skill,mostlyd5-b657-4199-8913-57c84bc4f1a1,KnowledgeDomain:Adulthood,:,Amharic,2024-01-07 18:58:00,symbolic
41,}demonstrated,mostly38-0031-4c76-99aa-38547884347b,KnowledgeDomain:Adulthood,D,Igbo,2025-08-24 01:50:00,problemT-dT1
36,2024}es withs-1 in.,mostlyf9-77a3-4a1d-bdff-ae7e0af82ecc,KnowledgeDomain:Adulthood,recorded_demonstrated,Swahili,2025-09-07 20:06:00,": arp anda,-cost.%4, Nigeria"
29,", ",mostly80-6f73-4e1d-9134-b922fcd12718,KnowledgeDomain:Adulthood,approach_logic,Amharic,2024-07-17 00:16:00,"primary, "
60,: ,mostly06-0ecd-49fd-8ea2-d6b328748bf0,KnowledgeDomain:Adulthood,2025: ,Amharic,2024-07-09 21:25:00,_
64,O,mostly8a-a9a4-4831-995e-f7fd8eb35d3c,KnowledgeDomain:Adulthood,2025_logic,Igbo,2024-11-19 12:55:00,domain
40,problem_taken,mostlye7-d9cb-434b-b216-f1c6b172ec02,KnowledgeDomain:Adulthood,A-0.,Shona,2024-06-08 14:39:00,", "
34,"A, ",mostlyba-e9f1-477b-b316-e0f86bcfa571,KnowledgeDomain:Adulthood,approach_taken,Swahili,2024-08-14 00:27:00,
24,Average ,mostlyc0-1b0b-43a4-b0ea-4a96cb038a5d,KnowledgeDomain:Adulthood,", ",Amharic,2024-03-11 07:13:00,: 
54,: ,mostlyfd-4fdb-4c0e-9a55-68e399998534,KnowledgeDomain:Adulthood,impacte_embedding,Igbo,2025-02-11 16:41:00,", "
38,recordedexpertise0.,mostly1d-69cb-48c1-a7f8-a7055e080b78,KnowledgeDomain:Adulthood,: ,Shona,2025-08-08 05:58:00,} 
38,-0.,mostly50-1494-4abf-872e-42321e9c2836,KnowledgeDomain:Adulthood,If,Yoruba,2024-02-04 22:32:00,primary_at4:00
49,adulthood,mostly7e-41bc-461e-ba96-8349b10edd2b,KnowledgeDomain:Adulthood,location,Oromo,2024-10-18 04:13:00,approach
29,technical,mostly9d-4d74-4e78-b2ca-0be780c5c1bc,KnowledgeDomain:Adulthood,description,Hausa,2024-01-04 00:19:00,approach_shared
29,problem_,mostlyb8-e01b-48d8-8dbc-da7853659570,KnowledgeDomain:Adulthood,"R c, ",Amharic,2024-11-27 08:41:00,expertise_years
42,R {,mostly78-c07c-4fa4-8e49-f3174bac9b27,KnowledgeDomain:Adulthood,",expertise",Zulu,2025-09-27 12:51:00,F_at
63,domain,mostly84-833b-408a-8329-a76ad4ca5c8a,KnowledgeDomain:Adulthood,collaboration,Zulu,2024-09-09 18:01:00,: 
36,",_solved",mostly86-42b1-4b85-a1bb-eb1dbe7abe8c,KnowledgeDomain:Adulthood,A_shared,Shona,2025-02-01 00:51:00,2024domain
42,problem_p,mostly24-c4fb-45fe-9a76-cb42a34dacda,KnowledgeDomain:Adulthood,technical ,Oromo,2025-05-23 01:21:00,description
24,",_logic",mostlya0-0173-4fc8-9e9b-be6f21afb834,KnowledgeDomain:Adulthood,", ",Zulu,2025-04-14 10:01:00,R_at
22,", ",mostly0c-95c6-4de9-8d91-37b306fccc23,KnowledgeDomain:Adulthood,"expertise}1.09,03.60503,-01.",Zulu,2024-10-03 12:51:00,"S canoriedinges.a81 and9.47,1.0,-T11.8735,0_1, Ethiopia1074,71."
24,expertise,mostly12-8e30-4860-bb9a-d96bf8d8a0da,KnowledgeDomain:Adulthood,wisdom_embedding,Shona,2025-09-27 12:51:00,_shared
40,neural,mostlyb2-9fa3-4634-900a-f9c4f5b09216,KnowledgeDomain:Adulthood,"Con1, ",Igbo,2024-05-22 02:21:00,problem_logic
45,wisdom,mostlybf-4956-4ced-82e1-e284f3df6aef,KnowledgeDomain:Adulthood,": oan,_taken--0908.:0.",Amharic,2024-10-27 23:43:00,_at
29,primary,mostly7a-ec0a-40b2-853e-ab1abe4fe9dc,KnowledgeDomain:Adulthood,approach_shared,Swahili,2025-02-28 18:29:00,symbolic_demonstrated 
29,description ,mostly57-ba46-4a68-8882-be790c513c86,KnowledgeDomain:Adulthood,C ,Zulu,2024-02-17 21:15:00,"age, "
52,age_-e,mostlyd5-49ea-42fb-842f-3920d7c40d38,KnowledgeDomain:Adulthood,: ,Zulu,2024-07-17 06:02:00,
45,collaboration,mostly3a-9f19-4dc3-ae59-e3f00cb3969b,KnowledgeDomain:Adulthood,description0 ,Amharic,2025-06-24 05:43:00,age_.
51,collaboration,mostlye5-fae2-487d-9ec3-9969b7659c76,KnowledgeDomain:Adulthood,domain,Hausa,2025-09-27 12:51:00,"Syears- f and bita to per,-0 for."
33,", ",mostly1f-6daa-4710-86d8-a2280163373f,KnowledgeDomain:Adulthood,: 3,Igbo,2024-04-01 11:18:00,recorded_
48,: ,mostly92-0ed8-45a3-a946-e67db77a7897,KnowledgeDomain:Adulthood,: {,Shona,2025-01-27 05:43:00,", "
45,",_at",mostlyb2-e87c-43a8-bf34-586b1ca04b77,KnowledgeDomain:Adulthood,: ,Zulu,2024-02-17 02:46:00,2025
33,: ,mostly81-be54-430a-8874-d53074a8bccb,KnowledgeDomain:Adulthood,impact_,Oromo,2025-02-20 14:07:00,problem_years
35,: ,mostly02-7e48-405a-894a-ae511bf7d8df,KnowledgeDomain:Adulthood,"R05erersc--0.78,,T123.,,}.",Amharic,2024-07-20 10:57:00,A
31,adulthood,mostly44-427c-4445-a311-77d6a8695903,KnowledgeDomain:Adulthood,-07 for_taken,Amharic,2025-05-24 00:46:00,neural_: {
38,2025,mostlyc6-7b00-4409-ac82-8f2d3712d072,KnowledgeDomain:Adulthood,problem with ,Hausa,2025-03-24 07:04:00,approach_or
31,2025_solvedlanguage,mostly8b-ec28-42da-80e2-1d4bc03e7e59,KnowledgeDomain:Adulthood,impact,Swahili,2024-03-02 07:02:00,D
65,", ",mostlyb9-0ea5-4f94-8574-1efcfe1f850d,KnowledgeDomain:Adulthood, ,Zulu,2025-08-07 14:44:00,"0-}-18,01.34, "
43,domain,mostlyfd-974f-40f7-867d-51b5854f7e9e,KnowledgeDomain:Adulthood,: ,Zulu,2025-03-03 22:10:00,", "
35,symbolic_,mostlye3-0d27-4334-b4f9-458dbb050ad3,KnowledgeDomain:Adulthood,Aing ,Igbo,2024-01-23 18:00:00,: 
39,wisdom_embedding,mostly1d-454e-4ec0-a2ee-aeda81a19ca3,KnowledgeDomain:Adulthood,-0.,Zulu,2025-03-02 05:03:00,", "
65,problem_D,mostlyc8-0920-4366-adae-49506342e9d1,KnowledgeDomain:Adulthood,", ",Amharic,2025-09-04 12:48:00,description
41,domain,mostly17-e413-43f2-ac57-b49c988f62fd,KnowledgeDomain:Adulthood,collaboration,Yoruba,2025-01-31 11:55:00,D.
31,problem_taken,mostly64-fdb1-4841-8f5c-eff114fda865,KnowledgeDomain:Adulthood,: ,Swahili,2025-03-19 17:57:00,Averagee
22,: ,mostly33-3fc4-4d8d-a14c-062091e2c760,KnowledgeDomain:Adulthood,Mt: ,Amharic,2024-04-23 14:44:00,"}-082ed, "
44,"P ins,0.1300",mostly24-b629-443b-9dc0-57576bab0d11,KnowledgeDomain:Adulthood,_logic,Oromo,2025-09-27 12:51:00,wisdom_at
33,location,mostly3c-e291-4637-8454-00dcc775cde2,KnowledgeDomain:Adulthood,},Igbo,2025-09-27 12:51:00,R0
24,: ,mostly10-65d1-4e02-9239-3c91514b68d2,KnowledgeDomain:Adulthood,Partnered_demonstrated,Yoruba,2024-03-03 12:12:00,approach
62,}_years,mostlydd-b55d-4266-b001-792f9d993aed,KnowledgeDomain:Adulthood,neural_logic,Swahili,2025-08-17 10:51:00,
48,If,mostlyc3-30ca-403d-b281-e253d3d99889,KnowledgeDomain:Adulthood,Ce ,Amharic,2025-09-19 09:03:00,Worked s-altped withal andn.
47,", ",mostlycb-760c-43c5-a01f-af7a12495bb9,KnowledgeDomain:Adulthood,impactetshared,Igbo,2025-03-27 18:35:00,collaboration_solved}: 
33,: ,mostly2b-86e2-4f70-8710-e8309f8b73c5,KnowledgeDomain:Adulthood,"2024-0.4074, ",Yoruba,2024-01-27 21:41:00,domain
41,description,mostly42-f738-4dad-a0ec-bf78687edd23,KnowledgeDomain:Adulthood,expertise-0.,Oromo,2024-01-31 08:15:00,_shared
48,location_taken,mostly3c-6a9e-4d66-abb1-d79254adea33,KnowledgeDomain:Adulthood,technology,Igbo,2024-05-11 07:50:00, 
44,wisdomCat,mostly9f-52d9-4621-ae92-4f47bd2fc06f,KnowledgeDomain:Adulthood,": 5,0 ",Zulu,2025-03-19 13:38:00,innovation
39,M ,mostly1c-34b1-4f84-8a21-2cb7bbfb5114,KnowledgeDomain:Adulthood,: ,Swahili,2025-09-27 12:51:00,
36,recorded_taken,mostlyd3-549f-4077-93f9-aa0cd09401f2,KnowledgeDomain:Adulthood,impact,Swahili,2024-02-01 10:12:00,", "
26,neuralT: ,mostlye9-59aa-482c-a6da-f5229a5c0371,KnowledgeDomain:Adulthood,} ,Amharic,2025-09-12 01:43:00,location
38,technology,mostly77-7dc6-4397-8a1a-a87b885732f0,KnowledgeDomain:Adulthood,2025demonstrated,Zulu,2024-09-05 10:11:00,L_demonstrated
62,expertise_logic,mostly74-6528-4321-951b-87939da106e6,KnowledgeDomain:Adulthood,Amharic,Shona,2025-04-22 14:21:00,approach
50,Worked_logic,mostlydb-2188-451a-a848-d59cabc0e742,KnowledgeDomain:Adulthood,O,Yoruba,2025-09-06 08:38:00,A_at
33,approach_at,mostly16-07e4-4b8a-9b32-2ad661f58f49,KnowledgeDomain:Adulthood,impact_taken,Igbo,2025-06-17 08:03:00,adulthood
24,expertise_demonstrated,mostly06-dc26-4d5f-afc0-d2b7b82b1e72,KnowledgeDomain:Adulthood,If_embedding,Swahili,2025-04-23 22:08:00,expertise_-3 f
29,strategic_embedding,mostlye5-2e45-4677-9f1a-60c74e56855d,KnowledgeDomain:Adulthood,: ,Igbo,2024-08-06 14:56:00,adulthood
44,", {",mostly65-d8b7-4c38-b6d6-e563c05d80ff,KnowledgeDomain:Adulthood,symbolic: ,Hausa,2024-04-02 12:28:00,A
63,problem_solved,mostly73-ca15-4213-b5e2-245f1f09fe52,KnowledgeDomain:Adulthood,problem_solveder,Shona,2025-09-24 01:36:00,problem_demonstrated
33,: ,mostly44-a3b5-41d5-8437-4fdc3c752bce,KnowledgeDomain:Adulthood,: ,Igbo,2025-09-27 12:51:00,collaboration
45,recorded_embedding: ,mostlyd2-0a28-4edb-a11d-51ecd5f84a10,KnowledgeDomain:Adulthood,"} {, ",Amharic,2025-09-09 08:51:00,If_demonstrated
44,B with,mostly0b-cd15-4581-bb7e-45486dbbd791,KnowledgeDomain:Adulthood,expertise_demonstrated,Shona,2025-04-16 02:33:00,0%
27,: {,mostlye2-05cd-46cd-906a-b92d6b5f1a8f,KnowledgeDomain:Adulthood,symbolic_logic,Amharic,2025-09-27 12:51:00,neural_sharede
60,} ,mostlyf5-66d3-44ca-83b5-e2b0afe124b3,KnowledgeDomain:Adulthood,"If0., ",Amharic,2025-02-20 15:54:00,: 
65,age_ with,mostly38-9b6f-4b0b-92bc-829f428e72a2,KnowledgeDomain:Adulthood,wisdom__solved,Zulu,2025-05-13 16:03:00,", "
36,: ,mostly05-aef5-4856-8a36-a117eccaaea3,KnowledgeDomain:Adulthood,location,Shona,2025-04-11 12:55:00,problem_logic
33,} ,mostly68-8e90-4d07-8d2d-7491f04bee0a,KnowledgeDomain:Adulthood,: ,Amharic,2025-01-28 01:51:00,expertise_logic
38,He fta,mostly19-b1d6-4ad7-bd91-1e7f1a0157d4,KnowledgeDomain:Adulthood,", ",Oromo,2024-11-11 15:23:00,wisdom_taken
33,"symbolic, ",mostlyb5-f289-4bf2-8f90-692b1523397c,KnowledgeDomain:Adulthood,}} ,Shona,2025-08-01 10:09:00,impact
33,: ,mostly1e-639e-47d7-bd5a-76dc2649c370,KnowledgeDomain:Adulthood,", ",Yoruba,2024-07-05 20:38:00,"Ped har b, and foreses."
31,collaboration,mostly1a-de6b-4f4c-a36f-412439e7e1e4,KnowledgeDomain:Adulthood,Ifare_embedding:} ,Shona,2025-01-23 10:18:00,age_demonstrated
33,collaboration,mostly26-2a14-43ff-a8a7-d4d3fdb6eeb1,KnowledgeDomain:Adulthood,:Pan citr a,Oromo,2025-01-27 08:08:00,{
43,age ,mostlya0-82b6-40bb-b55e-3be93f27a4d8,KnowledgeDomain:Adulthood,collaboration,Igbo,2025-05-10 23:51:00,wisdomdomain
64,", ",mostly5b-1078-468c-9397-b65b5e0c758d,KnowledgeDomain:Adulthood,strategic,Swahili,2025-04-30 19:19:00, 
41,primaryD pa for  fory andi% toing f with with.,mostly26-68e2-4151-ab76-4e702d1546df,KnowledgeDomain:Adulthood,D,Oromo,2024-10-17 09:14:00,Worked.
51,leadership_solved,mostly19-07ea-4fd1-aa77-06f4faa16fcd,KnowledgeDomain:Adulthood,: ,Yoruba,2025-01-04 17:51:00,technology
41,D in,mostly00-5383-4385-9fb9-7b94095177cb,KnowledgeDomain:Adulthood,expertise {{ing,Swahili,2025-09-27 12:51:00,recorded_at for_logic.
51,A,mostly34-7a38-425e-9224-f2fa43bba461,KnowledgeDomain:Adulthood,: ,Swahili,2025-03-22 02:55:00,expertise_skill
33,wisdom,mostly31-c073-4ca0-b371-d6242c6c0275,KnowledgeDomain:Adulthood,location,Yoruba,2025-09-19 05:38:00,collaboration
24,collaboration,mostlyc5-3654-49af-bb7c-99318ab0cc36,KnowledgeDomain:Adulthood,"S-r:ed, ",Oromo,2025-08-19 02:08:00,symbolic_language
52,technical: ,mostly42-8c2b-40a8-89cd-f5f2244e8718,KnowledgeDomain:Adulthood,domain,Igbo,2024-06-29 16:36:00,P
52,adulthood,mostly1b-26dc-48e9-8634-4aedf4bd13dd,KnowledgeDomain:Adulthood,S ,Hausa,2024-12-08 20:12:00,: 
26,wisdom,mostly09-8d57-46cb-b7ae-b73d2558e6b4,KnowledgeDomain:Adulthood,If,Igbo,2024-03-18 22:56:00,"-0.,,0.6,04,"
27,approache,mostly0c-2eb0-463a-892f-f2eced1d0f1f,KnowledgeDomain:Adulthood,H_logic,Igbo,2024-12-25 04:36:00,description
50,recorded_embedding,mostly05-a1b2-4c2c-b62d-4355ed15db58,KnowledgeDomain:Adulthood,H_demonstrated,Swahili,2024-04-01 22:43:00,P 
24,}} {,mostlyfb-00f4-4ef4-aaec-b9b9602b46e1,KnowledgeDomain:Adulthood,innovation,Igbo,2024-07-16 15:00:00,If
28,,mostly23-6c89-4ce6-aa2b-045efb34632c,KnowledgeDomain:Adulthood,age_,Hausa,2025-05-05 23:10:00,expertise_embedding
42,adulthood_,mostlyb3-8368-4fec-9eea-b7f869dcec97,KnowledgeDomain:Adulthood,2024,Zulu,2025-07-18 14:46:00,impact
56,recorded,mostly23-a33d-44a2-876a-0d3a40e33456,KnowledgeDomain:Adulthood,description,Shona,2025-09-27 12:51:00,description
41,", =",mostly9f-e017-47a7-8e96-d213b74406f4,KnowledgeDomain:Adulthood,recorded_years,Zulu,2024-03-04 15:13:00,wisdom_logic
51,"In withio,-.",mostly44-9ebc-4e92-aab7-af8dd29635da,KnowledgeDomain:Adulthood,innovation,Zulu,2025-03-22 02:35:00,description
31,If_,mostly39-9b69-41ef-aa72-379ad352235c,KnowledgeDomain:Adulthood,primary_shared,Yoruba,2025-03-05 03:46:00,: 
52,} {,mostlye2-c2b1-4242-a088-770571ff0067,KnowledgeDomain:Adulthood,In,Zulu,2024-02-29 10:06:00,collaborationat
60,approach ,mostly33-1d49-49e7-bf05-4071353573c5,KnowledgeDomain:Adulthood,symbolic,Shona,2025-02-27 05:16:00,:
65,impact,mostly90-36ed-489f-9fff-e9530babecb5,KnowledgeDomain:Adulthood,primary_,Oromo,2025-05-15 17:16:00,expertise_logic
29,: ,mostly15-a76a-4032-b4df-1e640c1a1abe,KnowledgeDomain:Adulthood,"locationg,0.",Yoruba,2024-09-18 18:57:00,Ifu
33,,mostlye1-df4e-4e96-ba09-7a2cf9357c38,KnowledgeDomain:Adulthood,symbolic_c:00,Amharic,2024-07-24 11:15:00,domain
22,", ",mostly0e-874b-4f17-930d-e34d5dcde76d,KnowledgeDomain:Adulthood,domain,Zulu,2024-03-13 11:07:00,",-04T08.01,0.."
45,"0.5041,-0.",mostly58-e35b-4fac-9215-bdce17d16a72,KnowledgeDomain:Adulthood,: ,Zulu,2024-01-10 07:34:00,Average with aal-es.
36,expertise: ,mostly1f-5ce7-4130-b842-9a0bfa3a5ea9,KnowledgeDomain:Adulthood,"expertise_sharededitalers to {bar f,}-.",Amharic,2025-01-19 11:41:00,M_taken
34,adulthood,mostly18-3cf7-4dd0-bb18-5eb04b365640,KnowledgeDomain:Adulthood,neural_logic,Igbo,2024-01-08 08:31:00,", "
33, ,mostlyc6-b81e-4b4b-a8a3-fdfe238c09f5,KnowledgeDomain:Adulthood,description,Zulu,2025-07-16 21:07:00,"2025 with1,-0.70.804 "
50,: ,mostly4b-3a60-4708-a91b-beb4f1eb94ce,KnowledgeDomain:Adulthood,}: ,Amharic,2025-03-22 18:41:00,"2025-, Nigeria0.38,0.18-0.-187,0.2 "
24,A ,mostlycc-f318-4a71-aecd-b00595c0859e,KnowledgeDomain:Adulthood,wisdom,Zulu,2024-01-26 16:29:00,2025: 
35,", ",mostlya5-2fc2-4964-bff6-f1232e4a4e92,KnowledgeDomain:Adulthood,collaboration,Zulu,2024-10-23 04:22:00,primary: 
42,recorded_years,mostly4b-2086-4b1d-8483-a3aebfa2bc1c,KnowledgeDomain:Adulthood,collaboration,Hausa,2024-07-10 09:52:00,recorded1_at
33,S- stingb.,mostly4e-ec52-4282-bb84-a2947a20202b,KnowledgeDomain:Adulthood,S,Shona,2025-08-19 16:01:00,"_,:_at_: {"
28,symboliclogic,mostlye6-ff48-49e7-b176-d2ce72f2a0a3,KnowledgeDomain:Adulthood,", ",Shona,2025-05-21 16:50:00,2025_embedding{
36,wisdom_ ,mostly6b-cc29-407c-a194-7d1d89305dc7,KnowledgeDomain:Adulthood,approach,Swahili,2024-01-18 06:28:00,impact
27,"}-0.04,-0",mostly1c-d1a0-4ed1-8e1b-891f0d63966b,KnowledgeDomain:Adulthood,symbolic_years,Yoruba,2025-02-01 11:25:00,primary_shared
36,S,mostly7b-2631-4de0-8da0-463009e126ae,KnowledgeDomain:Adulthood,problem_demonstrated,Igbo,2024-03-07 18:54:00,wisdom_taken
