agent_id,capabilities,created_at,handshake_nonce,handshake_signature,id,labels,last_seen,manifestationStrength,name,public_key,registered_at,status,task_count,trusted,type,updated_at
mostlybd-4f61-4ca1-9268-c61674421035,"['Analysis', 'MoStar-Logic']",2024-12-29T05:11:51.000000000+00:00,,,mostlybd-4f61-4ca1-9268-c61674421035,MindLayer:Agent,,30.07897042884896,_RARE_,,,_RARE_,7,,,2026-03-27T06:19:54.975000000+00:00
mostlye1-30b9-4106-82e3-60661036a5fa,"['Analysis', 'MoStar-Logic']",2024-09-09T19:11:49.000000000+00:00,,,mostlye1-30b9-4106-82e3-60661036a5fa,MindLayer:Agent,,2.2665908610997096,_RARE_,,,_RARE_,7,,,2026-03-26T18:56:21.539000000+00:00
mostlyeb-2629-4ddd-b091-68b53823cf84,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlyeb-2629-4ddd-b091-68b53823cf84,MindLayer:Agent,,9.691700631093273,agent_alpha,,,_RARE_,6,,,2026-04-06T00:20:03.214000000+00:00
mostly91-b69b-4441-9c37-bc16ca0605b4,"['Analysis', 'MoStar-Logic']",2024-10-05T09:02:29.000000000+00:00,,,mostly91-b69b-4441-9c37-bc16ca0605b4,MindLayer:Agent,,10.319960479481104,agent_nlp_core,,,online,6,,,2026-03-26T17:23:53.662000000+00:00
mostlyea-e3a0-497f-93aa-cd17e96f909d,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlyea-e3a0-497f-93aa-cd17e96f909d,MindLayer:Agent,,33.27384268224256,agent_nlp_core,,,_RARE_,6,,,2026-04-06T00:20:07.362000000+00:00
mostly41-8853-43ea-9021-fa682dfaa5b2,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly41-8853-43ea-9021-fa682dfaa5b2,MindLayer:Agent,,67.70807107788346,agent_alpha,,,_RARE_,7,,,2026-04-06T00:20:11.555000000+00:00
mostlyd8-f4d3-4c83-a368-aa56e8c27621,"['Analysis', 'MoStar-Logic']",2024-12-26T21:21:39.000000000+00:00,,,mostlyd8-f4d3-4c83-a368-aa56e8c27621,MindLayer:Agent,,29.78999796283234,agent_alpha,,,_RARE_,6,,,2026-03-27T06:29:33.532000000+00:00
mostly80-999f-41e2-b343-7bbfea2e262f,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly80-999f-41e2-b343-7bbfea2e262f,MindLayer:Agent,,17.8122542973949,agent_vision_01,,,_RARE_,7,,,2026-03-27T06:20:03.271000000+00:00
mostlya2-0f3b-46a4-9ecf-41885521162b,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlya2-0f3b-46a4-9ecf-41885521162b,MindLayer:Agent,,2.7583024232994466,agent_nlp_core,,,_RARE_,7,,,2026-03-26T18:50:31.926000000+00:00
mostlyc1-e45b-489c-bce2-6979b5c3ed77,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlyc1-e45b-489c-bce2-6979b5c3ed77,MindLayer:Agent,,46.0078648384472,agent_vision_01,,,_RARE_,7,,,2026-04-06T00:20:15.738000000+00:00
mostlyc9-3333-4993-94d3-53c325aa5147,"['Analysis', 'MoStar-Logic']",2024-11-07T08:05:33.000000000+00:00,,,mostlyc9-3333-4993-94d3-53c325aa5147,MindLayer:Agent,,8.039328686472961,_RARE_,,,_RARE_,7,,,2026-03-26T18:50:36.064000000+00:00
mostlyfd-0a4a-446c-94fd-6eeca90f8194,"['Analysis', 'MoStar-Logic']",2025-01-28T14:40:12.000000000+00:00,,,mostlyfd-0a4a-446c-94fd-6eeca90f8194,MindLayer:Agent,,32.27967932941803,_RARE_,,,_RARE_,7,,,2026-03-27T06:29:37.667000000+00:00
mostlybc-8cad-40e1-844a-3a06eeb25670,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostlybc-8cad-40e1-844a-3a06eeb25670,MindLayer:Agent,,18.98119361214551,agent_vision_01,,,_RARE_,6,,,2026-03-26T18:20:38.087000000+00:00
mostlya9-725a-419d-9e6f-e5e553c70a3e,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostlya9-725a-419d-9e6f-e5e553c70a3e,MindLayer:Agent,,28.18118155982733,_RARE_,,,_RARE_,7,,,2026-04-06T00:20:19.902000000+00:00
mostly93-7b87-44ef-91ba-ae739b0f42d8,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly93-7b87-44ef-91ba-ae739b0f42d8,MindLayer:Agent,,23.835515622338637,agent_vision_01,,,_RARE_,7,,,2026-04-06T00:20:24.068000000+00:00
mostly14-5d80-413a-88ac-da6450a86d2e,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly14-5d80-413a-88ac-da6450a86d2e,MindLayer:Agent,,18.471644540325805,agent_nlp_core,,,_RARE_,6,,,2026-03-26T23:27:03.906000000+00:00
mostlyfc-3dc9-4ddb-a802-a1b90646a274,"['Analysis', 'MoStar-Logic']",2024-11-09T05:12:12.000000000+00:00,,,mostlyfc-3dc9-4ddb-a802-a1b90646a274,MindLayer:Agent,,10.767162423139888,agent_nlp_core,,,online,7,,,2026-03-26T23:27:08.074000000+00:00
mostlyc3-da4f-4a11-b03f-ef499223cd02,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlyc3-da4f-4a11-b03f-ef499223cd02,MindLayer:Agent,,20.762995761754347,_RARE_,,,_RARE_,7,,,2026-03-26T18:20:46.343000000+00:00
mostlycf-2d92-42a3-858a-e7ff8a8e1ff7,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostlycf-2d92-42a3-858a-e7ff8a8e1ff7,MindLayer:Agent,,29.654712387129944,agent_vision_01,,,_RARE_,7,,,2026-04-06T00:20:28.182000000+00:00
mostlye1-e11a-49de-9167-050d2c2f481e,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlye1-e11a-49de-9167-050d2c2f481e,MindLayer:Agent,,17.54129480501303,agent_alpha,,,_RARE_,7,,,2026-03-26T18:39:31.999000000+00:00
mostly4d-7336-4ceb-ae9b-4fd2e169df0a,"['Analysis', 'MoStar-Logic']",2024-10-05T09:21:35.000000000+00:00,,,mostly4d-7336-4ceb-ae9b-4fd2e169df0a,MindLayer:Agent,,7.979534428687318,_RARE_,,,_RARE_,7,,,2026-03-26T18:39:36.153000000+00:00
mostly44-4378-4bb7-87e8-63ba9425ff0e,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly44-4378-4bb7-87e8-63ba9425ff0e,MindLayer:Agent,,13.475598604061332,_RARE_,,,_RARE_,7,,,2026-03-27T06:20:15.701000000+00:00
mostlyb6-8308-4c6d-bdc5-4c3de612c066,"['Analysis', 'MoStar-Logic']",2025-01-25T10:30:47.000000000+00:00,,,mostlyb6-8308-4c6d-bdc5-4c3de612c066,MindLayer:Agent,,1.0,agent_nlp_core,,,_RARE_,7,,,2026-03-26T18:50:44.427000000+00:00
mostly97-1403-44e1-a9d7-92ac6cce074a,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly97-1403-44e1-a9d7-92ac6cce074a,MindLayer:Agent,,18.369267441627063,_RARE_,,,_RARE_,7,,,2026-03-27T06:29:45.914000000+00:00
mostly21-fad7-40bb-9ac8-62026b8c5930,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly21-fad7-40bb-9ac8-62026b8c5930,MindLayer:Agent,,14.369706266556403,agent_vision_01,,,_RARE_,7,,,2026-04-06T00:20:32.341000000+00:00
mostly30-aa88-4676-a45f-7d4d633d317f,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly30-aa88-4676-a45f-7d4d633d317f,MindLayer:Agent,,5.128766388596889,_RARE_,,,_RARE_,6,,,2026-03-26T18:50:48.570000000+00:00
mostly43-0d70-4d38-a8fc-35818a45a8c4,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly43-0d70-4d38-a8fc-35818a45a8c4,MindLayer:Agent,,28.86092605144412,agent_nlp_core,,,_RARE_,7,,,2026-03-26T17:45:58.397000000+00:00
mostly23-fdf2-4670-9b00-fab9c8e7da2d,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly23-fdf2-4670-9b00-fab9c8e7da2d,MindLayer:Agent,,12.531917217673902,agent_alpha,,,_RARE_,7,,,2026-03-27T06:29:50.046000000+00:00
mostly25-a6fd-436e-ae9c-518253ba1085,"['Analysis', 'MoStar-Logic']",2024-11-07T03:11:23.000000000+00:00,,,mostly25-a6fd-436e-ae9c-518253ba1085,MindLayer:Agent,,18.871063043878884,agent_nlp_core,,,_RARE_,6,,,2026-04-06T00:20:36.498000000+00:00
mostly3c-fd64-44a1-aacb-814f449ef3e2,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly3c-fd64-44a1-aacb-814f449ef3e2,MindLayer:Agent,,5.0200360686180385,agent_nlp_core,,,online,6,,,2026-03-27T06:20:19.852000000+00:00
mostlyc2-30f1-4d3f-8864-a89a45f4e44c,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlyc2-30f1-4d3f-8864-a89a45f4e44c,MindLayer:Agent,,10.638388179242956,_RARE_,,,online,7,,,2026-03-26T18:25:46.283000000+00:00
mostly13-89ce-48b1-8401-a44dcebb1c75,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly13-89ce-48b1-8401-a44dcebb1c75,MindLayer:Agent,,1.0,agent_alpha,,,_RARE_,7,,,2026-03-26T17:46:02.506000000+00:00
mostly71-dfe5-4d6b-91f2-76f0cae13475,"['Analysis', 'MoStar-Logic']",2024-11-14T07:51:34.000000000+00:00,,,mostly71-dfe5-4d6b-91f2-76f0cae13475,MindLayer:Agent,,14.594875404696658,agent_nlp_core,,,online,7,,,2026-04-06T00:20:40.644000000+00:00
mostly1f-5d29-4c81-8876-ac42124aa89a,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly1f-5d29-4c81-8876-ac42124aa89a,MindLayer:Agent,,31.570355817810224,agent_alpha,,,online,6,,,2026-03-27T06:29:54.185000000+00:00
mostly05-7319-46dd-8566-344abd40d3a1,"['Analysis', 'MoStar-Logic']",2024-08-07T13:40:47.000000000+00:00,,,mostly05-7319-46dd-8566-344abd40d3a1,MindLayer:Agent,,26.6003391950751,agent_vision_01,,,_RARE_,6,,,2026-03-27T06:29:58.353000000+00:00
mostly15-2419-48f4-8423-dadbcea878e2,"['Analysis', 'MoStar-Logic']",2025-03-02T13:40:59.000000000+00:00,,,mostly15-2419-48f4-8423-dadbcea878e2,MindLayer:Agent,,4.7781967902151194,agent_alpha,,,_RARE_,6,,,2026-03-27T06:30:02.496000000+00:00
mostly24-dfe2-4320-823c-f94079e6883a,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly24-dfe2-4320-823c-f94079e6883a,MindLayer:Agent,,21.610197027235742,agent_vision_01,,,_RARE_,6,,,2026-03-27T06:20:23.994000000+00:00
mostlyf3-bb5c-4ce4-b236-ea2604ae9f2f,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostlyf3-bb5c-4ce4-b236-ea2604ae9f2f,MindLayer:Agent,,0.85,agent_alpha,,,_RARE_,7,,,2025-06-09T10:03:21.000000000+00:00
mostlye3-036c-4b80-b2fb-bef25336a92f,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlye3-036c-4b80-b2fb-bef25336a92f,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,7,,,2025-05-10T15:30:07.000000000+00:00
mostlyf8-4b43-413e-bd48-cbd157968129,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlyf8-4b43-413e-bd48-cbd157968129,MindLayer:Agent,,0.85,agent_alpha,,,_RARE_,7,,,2025-06-09T10:03:21.000000000+00:00
mostly58-8c74-464e-b0c5-64c227329f23,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly58-8c74-464e-b0c5-64c227329f23,MindLayer:Agent,,0.85,agent_alpha,,,online,7,,,2025-06-07T15:02:36.000000000+00:00
mostly2c-1e9b-4481-be9e-a7179b84f86e,"['Analysis', 'MoStar-Logic']",2024-09-05T12:11:47.000000000+00:00,,,mostly2c-1e9b-4481-be9e-a7179b84f86e,MindLayer:Agent,,0.85,agent_vision_01,,,online,7,,,2025-06-09T10:03:21.000000000+00:00
mostlyf3-7c94-4cc3-a6b1-11cde10eff88,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostlyf3-7c94-4cc3-a6b1-11cde10eff88,MindLayer:Agent,,0.85,agent_vision_01,,,_RARE_,7,,,2025-01-21T18:04:09.000000000+00:00
mostly79-7325-4015-8de9-86428e21f131,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly79-7325-4015-8de9-86428e21f131,MindLayer:Agent,,0.85,agent_vision_01,,,online,7,,,2025-05-02T20:45:43.000000000+00:00
mostlya7-0465-4b09-bb90-448ddc0ca1cb,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlya7-0465-4b09-bb90-448ddc0ca1cb,MindLayer:Agent,,0.85,_RARE_,,,online,7,,,2025-06-09T10:03:21.000000000+00:00
mostlya3-2a52-4ea0-a5d1-3b6655b5161b,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostlya3-2a52-4ea0-a5d1-3b6655b5161b,MindLayer:Agent,,0.85,agent_vision_01,,,online,6,,,2025-06-09T10:03:21.000000000+00:00
mostly57-4f5b-48d9-98df-109714499f58,"['Analysis', 'MoStar-Logic']",2024-09-17T13:20:09.000000000+00:00,,,mostly57-4f5b-48d9-98df-109714499f58,MindLayer:Agent,,0.85,agent_alpha,,,online,6,,,2025-01-25T15:47:08.000000000+00:00
mostly08-edc9-4362-9194-091c11c562f1,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly08-edc9-4362-9194-091c11c562f1,MindLayer:Agent,,0.85,agent_vision_01,,,_RARE_,7,,,2025-01-28T15:38:58.000000000+00:00
mostly68-475a-48b9-8cdf-32acf28025dd,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly68-475a-48b9-8cdf-32acf28025dd,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,7,,,2025-03-07T13:05:22.000000000+00:00
mostlye1-3344-480c-9c7e-ce2c3de45817,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostlye1-3344-480c-9c7e-ce2c3de45817,MindLayer:Agent,,0.85,_RARE_,,,online,6,,,2025-04-02T15:03:55.000000000+00:00
mostlya7-2e18-4bb6-a2fd-beead0d464a5,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlya7-2e18-4bb6-a2fd-beead0d464a5,MindLayer:Agent,,0.85,agent_alpha,,,online,7,,,2025-04-18T11:29:25.000000000+00:00
mostly57-acad-4919-9988-98d0c0e9691a,"['Analysis', 'MoStar-Logic']",2024-08-05T08:58:19.000000000+00:00,,,mostly57-acad-4919-9988-98d0c0e9691a,MindLayer:Agent,,0.85,agent_alpha,,,_RARE_,7,,,2025-06-07T05:15:09.000000000+00:00
mostlyb9-2ddc-4196-bd78-025415db4fbb,"['Analysis', 'MoStar-Logic']",2025-03-02T14:03:12.000000000+00:00,,,mostlyb9-2ddc-4196-bd78-025415db4fbb,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,6,,,2025-06-09T10:03:21.000000000+00:00
mostly02-db0b-4d11-8914-7a0d8791558b,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly02-db0b-4d11-8914-7a0d8791558b,MindLayer:Agent,,0.85,agent_vision_01,,,online,7,,,2025-03-03T18:13:08.000000000+00:00
mostly55-f4f4-4126-ae43-e1a26db5676c,"['Analysis', 'MoStar-Logic']",2025-01-23T08:02:45.000000000+00:00,,,mostly55-f4f4-4126-ae43-e1a26db5676c,MindLayer:Agent,,0.85,agent_vision_01,,,_RARE_,7,,,2025-06-09T10:03:21.000000000+00:00
mostlye0-25f7-4277-b1ba-da5b3465bebd,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlye0-25f7-4277-b1ba-da5b3465bebd,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,6,,,2025-01-13T08:15:03.000000000+00:00
mostly5d-d0b9-4842-a5c6-85fdb7956cb3,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly5d-d0b9-4842-a5c6-85fdb7956cb3,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,7,,,2025-06-07T20:33:07.000000000+00:00
mostly50-ef62-4f30-959a-386660125a33,"['Analysis', 'MoStar-Logic']",2025-01-23T03:14:39.000000000+00:00,,,mostly50-ef62-4f30-959a-386660125a33,MindLayer:Agent,,0.85,agent_nlp_core,,,online,7,,,2025-03-04T15:06:22.000000000+00:00
mostly24-25c9-43c7-85a6-ac91a2a009b2,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly24-25c9-43c7-85a6-ac91a2a009b2,MindLayer:Agent,,0.85,agent_nlp_core,,,online,6,,,2025-06-07T19:12:24.000000000+00:00
mostlyc9-4d96-41b2-b3cf-4ad8289b1680,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlyc9-4d96-41b2-b3cf-4ad8289b1680,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,6,,,2025-03-07T15:12:57.000000000+00:00
mostly5e-f6d0-49c3-a763-35a82fca9d18,"['Analysis', 'MoStar-Logic']",2024-08-05T12:24:31.000000000+00:00,,,mostly5e-f6d0-49c3-a763-35a82fca9d18,MindLayer:Agent,,0.85,agent_alpha,,,_RARE_,6,,,2025-05-07T10:37:47.000000000+00:00
mostly52-ea9d-4013-b204-dd6ea043726f,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly52-ea9d-4013-b204-dd6ea043726f,MindLayer:Agent,,0.85,agent_nlp_core,,,online,7,,,2025-06-09T10:03:21.000000000+00:00
mostly92-d10e-4cfc-ac1c-c234d6531445,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly92-d10e-4cfc-ac1c-c234d6531445,MindLayer:Agent,,0.85,agent_nlp_core,,,_RARE_,7,,,2025-01-07T15:12:09.000000000+00:00
mostly70-9809-4f25-8d75-7fca13ee6d0c,"['Analysis', 'MoStar-Logic']",2024-12-02T08:32:06.000000000+00:00,,,mostly70-9809-4f25-8d75-7fca13ee6d0c,MindLayer:Agent,,0.85,agent_nlp_core,,,_RARE_,7,,,2025-04-03T18:11:22.000000000+00:00
mostly3f-9156-4a02-bfb6-9eab78b908cf,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly3f-9156-4a02-bfb6-9eab78b908cf,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,7,,,2025-02-28T13:54:28.000000000+00:00
mostlyb3-6ad2-4b47-b743-85770f7cbd17,"['Analysis', 'MoStar-Logic']",2024-09-07T08:40:12.000000000+00:00,,,mostlyb3-6ad2-4b47-b743-85770f7cbd17,MindLayer:Agent,,0.85,agent_nlp_core,,,_RARE_,7,,,2025-03-11T20:26:53.000000000+00:00
mostly8d-a683-42e2-853c-8272470ba118,"['Analysis', 'MoStar-Logic']",2024-11-20T08:11:31.000000000+00:00,,,mostly8d-a683-42e2-853c-8272470ba118,MindLayer:Agent,,0.85,agent_vision_01,,,online,7,,,2025-06-09T10:03:21.000000000+00:00
mostly48-b68e-47ac-a561-9a64b7de393e,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly48-b68e-47ac-a561-9a64b7de393e,MindLayer:Agent,,0.85,_RARE_,,,online,7,,,2025-06-04T10:44:32.000000000+00:00
mostlyb5-86c5-40d2-b152-8ceba0894f87,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlyb5-86c5-40d2-b152-8ceba0894f87,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,7,,,2025-01-07T15:12:09.000000000+00:00
mostly84-018e-4b12-a348-9f41d91db66d,"['Analysis', 'MoStar-Logic']",2024-12-29T14:21:43.000000000+00:00,,,mostly84-018e-4b12-a348-9f41d91db66d,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,7,,,2025-03-06T18:11:15.000000000+00:00
mostly03-85fc-4c23-b241-0f1297f9b6d0,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly03-85fc-4c23-b241-0f1297f9b6d0,MindLayer:Agent,,0.85,agent_vision_01,,,_RARE_,7,,,2025-01-24T13:12:06.000000000+00:00
mostly19-a7ad-4950-a69b-f4baef33db35,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly19-a7ad-4950-a69b-f4baef33db35,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,6,,,2025-01-20T13:06:03.000000000+00:00
mostly17-f0b5-467b-b35d-d1fcbe7e4bd5,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly17-f0b5-467b-b35d-d1fcbe7e4bd5,MindLayer:Agent,,0.85,agent_alpha,,,_RARE_,7,,,2025-01-10T15:36:09.000000000+00:00
mostlye8-61b6-4d68-8f33-dd6815203904,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostlye8-61b6-4d68-8f33-dd6815203904,MindLayer:Agent,,0.85,_RARE_,,,_RARE_,7,,,2025-01-19T16:41:26.000000000+00:00
mostly91-9c9f-4358-bd22-710d7227ba87,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostly91-9c9f-4358-bd22-710d7227ba87,MindLayer:Agent,,0.85,agent_alpha,,,online,7,,,2025-01-07T15:36:21.000000000+00:00
mostlyb0-aa44-42ba-aa7f-ef29874c8a47,"['Analysis', 'MoStar-Logic']",2024-07-29T03:40:12.000000000+00:00,,,mostlyb0-aa44-42ba-aa7f-ef29874c8a47,MindLayer:Agent,,0.85,agent_vision_01,,,_RARE_,7,,,2025-06-09T10:03:21.000000000+00:00
mostly6d-01a1-42b5-bcc0-d4d5fb272618,"['Analysis', 'MoStar-Logic']",2025-03-05T08:11:47.000000000+00:00,,,mostly6d-01a1-42b5-bcc0-d4d5fb272618,MindLayer:Agent,,0.85,agent_vision_01,,,_RARE_,7,,,2025-06-09T10:03:21.000000000+00:00
mostly1c-6e39-4beb-8678-a2d9d6c1b9a6,"['Analysis', 'MoStar-Logic']",2024-08-29T16:45:19.000000000+00:00,,,mostly1c-6e39-4beb-8678-a2d9d6c1b9a6,MindLayer:Agent,,0.85,_RARE_,,,online,7,,,2025-01-07T15:12:09.000000000+00:00
