from_id,rel_type,to_id
,MANIFESTS,mostly71-dfe5-4d6b-91f2-76f0cae13475
,MANIFESTS,mostly1f-5d29-4c81-8876-ac42124aa89a
,MANIFESTS,mostly05-7319-46dd-8566-344abd40d3a1
,MANIFESTS,mostly15-2419-48f4-8423-dadbcea878e2
,MANIFESTS,mostly24-dfe2-4320-823c-f94079e6883a
,MANIFESTS,mostlyf3-bb5c-4ce4-b236-ea2604ae9f2f
,MANIFESTS,mostlye3-036c-4b80-b2fb-bef25336a92f
,MANIFESTS,mostlyf8-4b43-413e-bd48-cbd157968129
,MANIFESTS,mostly58-8c74-464e-b0c5-64c227329f23
,MANIFESTS,mostly2c-1e9b-4481-be9e-a7179b84f86e
,MANIFESTS,mostlyf3-7c94-4cc3-a6b1-11cde10eff88
,MANIFESTS,mostly79-7325-4015-8de9-86428e21f131
,MANIFESTS,mostlya7-0465-4b09-bb90-448ddc0ca1cb
,MANIFESTS,mostlya3-2a52-4ea0-a5d1-3b6655b5161b
,MANIFESTS,mostly57-4f5b-48d9-98df-109714499f58
,MANIFESTS,mostly08-edc9-4362-9194-091c11c562f1
,MANIFESTS,mostly68-475a-48b9-8cdf-32acf28025dd
,MANIFESTS,mostlye1-3344-480c-9c7e-ce2c3de45817
,MANIFESTS,mostlya7-2e18-4bb6-a2fd-beead0d464a5
,MANIFESTS,mostly57-acad-4919-9988-98d0c0e9691a
,MANIFESTS,mostlyb9-2ddc-4196-bd78-025415db4fbb
,MANIFESTS,mostly02-db0b-4d11-8914-7a0d8791558b
,MANIFESTS,mostly55-f4f4-4126-ae43-e1a26db5676c
,MANIFESTS,mostlye0-25f7-4277-b1ba-da5b3465bebd
,MANIFESTS,mostly5d-d0b9-4842-a5c6-85fdb7956cb3
,MANIFESTS,mostly50-ef62-4f30-959a-386660125a33
,MANIFESTS,mostly24-25c9-43c7-85a6-ac91a2a009b2
,MANIFESTS,mostlyc9-4d96-41b2-b3cf-4ad8289b1680
,MANIFESTS,mostly5e-f6d0-49c3-a763-35a82fca9d18
,MANIFESTS,mostly52-ea9d-4013-b204-dd6ea043726f
,MANIFESTS,mostly92-d10e-4cfc-ac1c-c234d6531445
,MANIFESTS,mostly70-9809-4f25-8d75-7fca13ee6d0c
,MANIFESTS,mostly3f-9156-4a02-bfb6-9eab78b908cf
,MANIFESTS,mostlyb3-6ad2-4b47-b743-85770f7cbd17
,MANIFESTS,mostly8d-a683-42e2-853c-8272470ba118
,MANIFESTS,mostly48-b68e-47ac-a561-9a64b7de393e
,MANIFESTS,mostlyb5-86c5-40d2-b152-8ceba0894f87
,MANIFESTS,mostly84-018e-4b12-a348-9f41d91db66d
,MANIFESTS,mostly03-85fc-4c23-b241-0f1297f9b6d0
,MANIFESTS,mostly19-a7ad-4950-a69b-f4baef33db35
,MANIFESTS,mostly17-f0b5-467b-b35d-d1fcbe7e4bd5
,MANIFESTS,mostlye8-61b6-4d68-8f33-dd6815203904
,MANIFESTS,mostly91-9c9f-4358-bd22-710d7227ba87
,MANIFESTS,mostlyb0-aa44-42ba-aa7f-ef29874c8a47
,MANIFESTS,mostly6d-01a1-42b5-bcc0-d4d5fb272618
,MANIFESTS,mostly1c-6e39-4beb-8678-a2d9d6c1b9a6
,MANIFESTS,mostly14-1004-47f6-8c8e-1946d4c32e1e
,MANIFESTS,mostly89-c39b-4880-b502-0d90371eaf1d
,MANIFESTS,mostlya0-bae5-4360-b251-14b718306b09
,MANIFESTS,mostly56-6149-4152-be8f-4392d0d93689
,MANIFESTS,mostly57-fbbc-487e-894e-a96ab89263db
,MANIFESTS,mostly65-a11d-47f8-a9e4-3199320ab840
,MANIFESTS,mostlyae-bc4a-4cd9-be68-82315147c4ea
,MANIFESTS,mostlyb2-dddf-44bb-9c3b-bf047a0dab40
,MANIFESTS,mostlya3-6ae5-4943-bfbb-474fc257f77e
